mean,std,min,max,range,variance,median,rms,zero_crossing_rate,kurtosis,skewness
-1.7165200183154437,-0.637214161239906,-1.6061027665926333,-1.323094677113807,-0.8131718120572982,-0.7018423114303051,-1.7781622550925456,-1.709492190870467,0.0,-0.7689512094009059,-0.09651695960122807
-0.9736549319502994,-0.8180637698430028,-1.159786575605023,-0.8583696760079708,-0.4727918368640414,-0.8348802783153617,-0.8877201359739344,-0.9868463877230409,0.0,0.21618960739088056,0.061131879335737625
-0.7345786245036202,-0.8834190531783369,-0.36796007660981994,-0.6600938786717933,-0.6071079411445479,-0.8804920075601633,-0.7624481615126093,-0.7540498991081751,0.0,0.05809491754973405,0.4242137569770846
0.5201905393559693,-0.3777609773742695,-0.6376274092037931,-0.3926994658423953,-0.1665503019633821,-0.493477905162771,0.885735677874453,0.4929373736923202,0.0,0.9403496779506466,-3.424610365116265
1.034238166078202,-1.4573791864063383,2.142137306766257,-0.16519391673691064,-1.1904258728655432,-1.2248386301044751,1.227924017463949,0.9720921646704328,0.0,-0.021400815251958572,-0.10390357398610689
1.0673727389643475,-0.37786110965918585,0.3787207939115393,0.16976629847022545,0.024092238340750787,-0.4935622995070308,1.3651883743358784,1.0301143906751837,0.0,0.846368369271687,-2.7660869670016006
-0.6044411706925136,-0.7462903106379324,-0.5993849426577021,-0.6402850281883,-0.47618770073589495,-0.7832812597351896,-0.43451469339796245,-0.6222329161165142,0.0,0.008125652833994567,-0.35314294595413454
-0.9686064421612041,-1.1994296779608857,-0.7059753166153391,-1.066270873042298,-0.9288091557407041,-1.0825718150097188,-0.8244338701458063,-0.9925468113819127,0.0,-0.09819074220505895,-0.711792817541821
0.40722578652492886,1.1327484063119753,-0.08705733516301817,0.5350865018544686,0.6712425076738081,1.1292370679749555,0.34011390032813615,0.4419249652078063,0.0,-0.6179175954935414,-0.15625302434373417
2.3376017177848563,1.4652778204264914,0.7696998612943631,1.857522446433218,1.8319421846030652,1.5803706407383353,2.446644555943376,2.3420082910384172,0.0,0.01399165358097263,-0.8065266239988181
2.4681921939245974,1.3935746809147533,1.8273854552677413,1.7803432685285947,1.2493365021087603,1.4802274300881089,2.465880158977026,2.466596707330194,0.0,-0.2914499123335638,-0.3616909766858701
2.039844261043836,0.27343165443092127,2.3958479262645613,0.995873879744274,0.06035076900975391,0.12034879319335194,2.0904955969588723,2.0048221373908293,0.0,-0.13905903459511526,0.12783742677335827
-0.6311553884329296,1.2967639089981438,-1.5636187852143613,0.018450153847965296,0.7485375504954892,1.3475176038881478,-0.719583153820784,-0.5607750875287117,0.0,-1.0422784255597943,-0.46614604791127684
0.3510235309871191,1.2644749978564567,-0.07816204110133385,1.6391190195415208,1.9685770857044695,1.3038941176652683,0.37145405721524555,0.39356331227635766,0.0,2.7671055173413537,1.6063224312080568
1.0417661990893106,2.063021396638014,0.3426573362791749,1.839463070105806,2.0091474628687114,2.4765129551183707,1.2307268549885721,1.107777458669454,0.0,1.181948579923994,0.5994814733168682
0.46411913281931755,0.026262448751583182,0.4008677847843039,0.6222066310802217,0.5471493497118679,-0.12793847796857424,0.4561546356417871,0.45134352215982065,0.0,2.3767925256399987,1.4981049774617325
