mean_x,mean_y,mean_z,mean_abs,std_x,std_y,std_z,std_abs,min_x,min_y,min_z,min_abs,max_x,max_y,max_z,max_abs,range_x,range_y,range_z,range_abs,variance_x,variance_y,variance_z,variance_abs,median_x,median_y,median_z,median_abs,rms_x,rms_y,rms_z,rms_abs,kurtosis_x,kurtosis_y,kurtosis_z,kurtosis_abs,skewness_x,skewness_y,skewness_z,skewness_abs
-0.0892172356156588,0.03780166653752027,0.04324480206505063,2.721487471430729,0.3976130069775573,0.24139754280385367,0.37586257736332285,0.5758501235674901,-0.8854184251156864,-0.46470526270882356,-0.8579037967333333,1.887208821670588,0.7323005761260784,0.5816880526966667,0.9508374923356863,3.876103708019608,1.6177190012417646,1.0463933154054903,1.8087412890690195,1.98889488634902,0.15809610331773502,0.05827277367173836,0.14127267706219984,0.33160336481269365,-0.16103443437901963,0.05912671795411764,0.028951698662156862,2.6827151140431376,0.40749947048877877,0.2443393944184038,0.37834215991327885,2.781743593857475,-1.0080031767834865,-0.43271946338467604,-0.39844185794924547,-1.1918000190305507,0.2230749116185243,0.20866114431894575,-0.1242110953283271,0.25348089387491507
0.05924093472349992,-0.042741796310094386,0.20204479862274935,2.7102437979007337,0.4383074333351754,0.4501974978104243,0.454226772629197,0.4983582688828353,-0.9503351992901962,-1.2916674678090196,-0.6860012439790195,1.8099159034686274,1.3398750665686276,0.703419893974902,1.2962421630578433,3.7981037245882354,2.290210265858824,1.9950873617839218,1.9822434070368629,1.988187821119608,0.19211340611686922,0.20267778703476697,0.2063219609731362,0.24836096416389639,-0.01657785384986373,-0.008360136852647082,0.08882343279029413,2.7269991769153923,0.4422927700785794,0.45222190148928093,0.4971358583160579,2.7556818408922474,0.02138774593144177,0.3488416853178098,-0.5278020392215277,-0.8726354052297958,0.4317375980174827,-0.7054979100704728,0.4737505438859024,0.12669214338010004
0.2218731556711637,0.17391589714891337,-0.2337084267297647,3.359720329139954,0.6671632551339548,0.4252111277084952,0.44838182897575757,0.6096140073388847,-1.2638250533431372,-0.6362886531511766,-1.2931224581623528,2.0741905887117644,1.777657770649608,1.2109980079791371,0.7051373157245099,4.475889680196079,3.0414828239927454,1.8472866611303136,1.9982597738868626,2.401699091484314,0.44510680900093447,0.1808045031271302,0.2010462645556455,0.3716292379437738,0.12368293855450982,0.09935760241108821,-0.20613904436558822,3.342798080833333,0.7030892590620448,0.4594031371336526,0.5056341496380038,3.414579026465789,-0.6896081858356258,-0.4047607597078784,-0.5602734144640751,-1.0004360643291499,0.21834637657417508,0.5125182109252364,-0.26663427721128996,-0.06767309286156988
0.2000551725703982,0.1949698889987894,-0.46429446978514854,3.3912545453034277,0.7342248464140783,0.5251717975576481,0.4967651410974304,0.5485090311279119,-1.3677678387390195,-0.8683634270137256,-1.4900675574388236,2.3313923697294117,1.8459590680019609,1.311715747220392,0.5914164824317647,4.952224601352941,3.2137269067409804,2.1800791742341175,2.0814840398705883,2.6208322316235293,0.5390861250917768,0.27580541694993127,0.24677560540954993,0.3008621572288807,0.23290599788159808,0.08041230839941166,-0.43627230052411775,3.424778000292157,0.7609915881032779,0.5601952111238827,0.6799595282681328,3.435326701824741,-0.7203458142837329,-0.8927461846475873,-0.890056886453269,0.005326250069896066,0.07287261644355926,0.27709842426134706,0.06703888613479624,0.4549896003597374
-0.2908621657129208,-0.0079519777575563,-0.11615680377177207,3.375368723245412,0.5403966122306084,0.5033514236633652,0.38610205011507037,0.8239872779718808,-1.4815071610539217,-0.9740147487527453,-1.3481145429137256,2.0277279883137256,0.9133758720935296,0.9950513682496077,0.5922225357586274,4.937867172490196,2.394883033147451,1.969066117002353,1.940337078672353,2.9101391841764706,0.2920284985103186,0.25336265570393657,0.14907479310306032,0.6789550342595095,-0.32460356797245093,-0.11442521215666679,-0.08061631582558829,3.2846531701480393,0.6137013100471023,0.5034142326694718,0.40319622538602007,3.4744883151512953,-0.6250016108604353,-1.0156228984047573,0.32810837640331725,-1.347223389473953,0.17841593888631127,0.34192148280059714,-0.6180869807906383,0.15240370215399113
-0.07697840538115586,-0.0740956515133586,0.14703711384083348,3.1256959627671304,0.41770428628328965,0.49779693919636514,0.420907426439443,0.7753966869217148,-1.1011607964435293,-1.3424429687929411,-0.7650691922725491,1.7027843527294118,0.6588238050029412,1.090237091247451,1.1835130375560783,4.764840828098039,1.7599846014464706,2.432680060040392,1.9485822298286273,3.0620564753686277,0.1744768707794324,0.24780179267326966,0.17716306163187515,0.6012400220891718,0.005037359072431439,-0.09750057828960793,0.18424717738735288,3.044968764557843,0.4247382083995481,0.5032811920253516,0.4458508433080699,3.2204371246381904,-0.6239554199536554,-0.4186077470611962,-0.6922875889713831,-0.8790539075338923,-0.4425118333518856,0.06572653432862331,0.0025094919398267607,0.019061377627888003
0.1861012345179638,0.3291739105676158,-0.30983398792471384,4.00799603921676,0.47993043335305413,0.6850660606591511,0.5047672023516852,0.8425577786720759,-1.107751267727843,-1.3913430498517647,-1.338810001964706,2.373062379972549,1.1383905172627453,1.904646058092157,0.871151098547451,5.773004208196079,2.2461417849905883,3.295989107943922,2.209961100512157,3.3999418282235303,0.23033322085845034,0.4693155074670477,0.25478992856994703,0.7099036104008228,0.18084019201393145,0.29249245389558814,-0.34238524960294126,3.9419542584588236,0.5147493471074641,0.7600466899246544,0.5922727654073574,4.095599572807141,-0.6300672928103377,-0.4876919749343078,-0.7229991823444304,-1.0460466145469332,-0.14054474746510495,0.07166175990335495,0.1901830244687723,0.22494681889427962
0.030485750640593726,0.23228368050587503,-0.3459197850024028,4.383349539544161,0.5040820157873356,0.6811455697460442,0.5690743211633809,1.006091227643686,-1.1303285597370587,-1.2269186003915293,-1.5915613216,2.463767659805882,1.2305754720305884,1.817906718398039,0.8636452542932941,6.5111904190784315,2.360904031767647,3.0448253187895684,2.455206575893294,4.04742275927255,0.2540986786402237,0.4639592871846633,0.3238455830075628,1.0122195583415792,0.030180928124705922,0.17550356441318615,-0.32245099037278435,4.286722728754903,0.5050030293298686,0.7196631124449958,0.6659625219662676,4.4973295125177986,-0.8651986212187932,-0.44899772902827406,-0.6238738240675294,-0.9078823619732046,0.0016126558662292807,0.22762964275192513,-0.15239938068101908,0.20135641917299363
-0.2848863317536482,-0.11067836320936433,0.01592000435905192,3.8894697557080726,0.5623836376188555,0.5524723428062301,0.6488508868867153,1.0459968999369524,-1.4042079849009803,-1.2125959259362746,-1.8178360667019609,2.219316980245098,0.8281728080920198,1.3121641714035293,1.3833067806282355,6.057704395568627,2.232380792993,2.524760097339804,3.201142847330196,3.838387415323529,0.3162753558614161,0.3052256895658047,0.421007473413677,1.0941095146777151,-0.3531165405709804,-0.20941453176225497,0.09888407214607833,3.597956413990196,0.6304249185124796,0.5634495449004361,0.6490461616499014,4.027664893613363,-0.8319335053601313,-0.5794907631613211,-0.1799350571948506,-1.0822019099274856,0.09967256072358714,0.39664238014582626,-0.44094214213368277,0.49739754155521665
0.20742243782935985,0.38405587179480777,-0.4374975734436803,4.086744548254277,0.5772125636982344,0.7327737240823434,0.592980425307381,0.9466043717328505,-1.0457416890090194,-1.205089373737255,-1.7661699270000002,2.3813818089784315,1.7364720644776472,2.529337171730784,0.8363089857829411,5.94502869182353,2.7822137534866664,3.734426545468039,2.6024789127829413,3.5636468828450982,0.3331743436910882,0.5369573307055063,0.35162578479772255,0.8960598365837447,0.08952345991558833,0.3543926437771078,-0.45129183954705887,4.076620660594118,0.6133501539953853,0.8273187072498585,0.7369056327419623,4.194942292722247,-0.3078925978197593,-0.23966699796532787,-0.5968061966921403,-1.048107971923,0.463820737930854,0.18582449839609033,-0.11256370268703866,0.11157316096472233
