mean,std,min,max,range,variance,median,rms,zero_crossing_rate,kurtosis,skewness
0.11208229832088747,1.5319590532573208,-1.2570716120298249,1.0789324852452509,1.2474923987920918,1.5748092760505983,-0.6142235399843422,0.5311508782547681,0.0,0.05328451846010603,0.4551320741893015
-0.0861449357052725,0.3117015744856725,-0.40173125665525244,0.7109332549906009,0.7767115346463547,0.197295164639675,-0.24064557086989447,0.016749522059816536,0.0,0.24120477819555192,0.20893118877558362
0.16576823331245574,0.09340259388052599,-0.7032580628860784,0.5740293761582648,0.6673668589607586,-0.016282329054669753,0.3259968392015971,0.1440666353636942,0.0,0.20128251395783708,-0.5277766429068165
1.1606296332754402,1.155765541490341,-0.6228367895203059,1.0554772242660246,1.1559381717966462,1.1169152849348805,1.5644260037655435,1.1822095318998116,0.0,-0.7328243919332276,-1.5156124704075267
1.9431063625924294,1.5909202785834393,1.1906032853514046,1.1791188856172232,1.0910711711164558,1.6492597422207695,1.9640303583574046,1.8951167056657992,0.0,-0.8866867535112368,-0.8698460616444448
1.2609720825923585,0.9995432519629641,0.8312296956511508,0.9128565550673339,0.8543014845015647,0.9354668490710342,1.2852589749385799,1.2181534609635931,0.0,-0.8092995539426845,-0.9262449860456059
-0.9802199667832693,1.0266106409776439,-1.973314739164471,1.868143031907399,2.138418968685942,0.9665392352948196,-1.5003809940262165,-0.3580625855914154,0.0,3.5835218913502658,3.1399452837537245
1.1509211327491673,1.3561324312474297,1.915252107875391,1.4379853392631172,1.2814235528985423,1.3571114950809688,0.8706042883282656,1.2288173214396985,0.0,-0.3486877779017733,-0.2836462821548831
0.6959746409617762,0.5206784333003408,1.1451949165572657,0.6105850971212434,0.5088636981509698,0.4110936630339228,0.5980246205367524,0.660709222250976,0.0,-0.18497403928733114,0.023104947233961722
0.7555432670325399,0.4953435873954583,0.13747846432631158,0.4606323453485141,0.4610209791444997,0.384687532447097,0.5080100146735569,0.6998115962425296,0.0,-0.5344253219971626,-0.2463081145448438
0.20929957846687963,-0.15725949664881905,1.090725984792175,-0.0759402935796518,-0.19421174296716082,-0.24922493290091255,0.09816934543252172,0.1120091747677427,0.0,0.24668467847136233,0.6091370113353046
0.730115341764045,0.6109421800658422,0.5486199306997963,0.3070788774297283,0.25882195353934945,0.506265846541208,0.9136514946858203,0.7104384793090959,0.0,-0.8063998043546382,-1.037954049769417
0.16996739431462263,0.1652403699293007,-0.8156046352507497,0.6051501996927536,0.7114277575972117,0.05290095883191185,0.2964912609707536,0.16653451794381502,0.0,0.1643288883326023,-0.48919605653323
1.039938795746463,1.092226485828364,-0.6319955744418888,0.8827470052177653,0.9785613452847418,1.0425000970572065,1.2019339702427478,1.073708316404555,0.0,-0.7584482737767827,-1.3996280224383282
1.9016216720534675,1.4520337082030204,1.123015597224775,0.990484310791489,0.9034759407802874,1.475048698989748,2.18813625827618,1.8280711512513057,0.0,-0.8688987103203855,-0.938494786235573
1.2059682612400169,1.0544749185528641,0.7951952842240392,1.0109699794807874,0.9594323093958418,0.9986865538160299,1.1520874250436397,1.1901381257984693,0.0,-0.8338217975196371,-0.8986484360965976
0.9001285306143516,0.39455326729181567,1.3416561487458938,0.251951084076891,0.11770511842931154,0.2809652269115438,0.7845457028629653,0.7861722053239881,0.0,-0.4263612149437834,-0.35546878403093374
