Time (s),Linear Acceleration x (m/s^2),Linear Acceleration y (m/s^2),Linear Acceleration z (m/s^2),Absolute acceleration (m/s^2)
2.662100208,-0.9847461064,-6.3373357,4.804415027,5.1101062003
2.672117208,-1.513391558,-6.228500306,6.169936348,5.1326566842000005
2.682134208,-1.250573979,-6.615629836,5.56884024,5.3654603342
2.692150208,-0.8043815768,-7.112169542,3.266081586,5.731351854000001
2.702167208,-0.5203715683,-7.190961358,0.07393687248,6.0341837999
2.712184208,-0.803094897,-6.530037709,-1.94601535,6.3205695516
2.722200208,-2.406035247,-5.182229358,-2.203617944,6.626684732799999
2.732217208,-4.085013959,-3.761877526,-0.7409850414,6.8758401506
2.742233208,-4.639990738,-2.468178724,1.480804879,7.061535187900001
2.752250208,-4.254901009,-0.6768941492,3.766947062,7.049565292
2.762267208,-4.100434236,0.5668805408,4.377158979,6.8506778353
2.772283208,-4.192411523,1.282299655,4.085123302,6.560239734999999
2.782300208,-4.206446887,2.405895352,2.860797328,6.2492295593
2.792317208,-3.697641769,3.363241845,1.867538699,5.996069686699999
2.802333208,-3.177338979,3.943103204,1.411602205,5.800756391999999
2.812350208,-3.402486017,4.383326622,2.128059346,5.7089550751
2.822366208,-2.419985973,4.770777165,2.345814042,5.6806979693
2.832383208,-1.203183904,4.890159767,1.955473952,5.6606801634
2.842400208,-1.407870073,4.924946607,1.4512263,5.6470401608000005
2.852416208,-2.159799494,5.356826048,1.339707326,5.6676619295
2.862433208,-2.357357323,5.625733064,2.123593242,5.7110898689
2.872450208,-3.176057854,5.974928198,2.284140827,5.8260237408
2.882466208,-3.980671565,6.518263755,2.255154571,6.0596540258
2.892483208,-4.478889422,7.001691665,2.409622075,6.3914581747999994
2.902500208,-5.028172767,7.115098413,2.465647757,6.7712213878
2.912515333,-5.266095387,7.12119472,2.623195428,7.1006343345000005
2.922532333,-4.9595171,7.069209464,3.082886273,7.433438102000001
2.932548333,-4.532646384,6.569994072,3.083264295,7.748869683800001
2.942565333,-4.06556495,5.460173246,2.599314522,7.9451747119
2.952582333,-3.093307473,4.307254931,2.337304882,7.9317740106
2.962598333,-2.195678886,3.041432145,1.891000359,7.7059831183
2.972615333,-1.17081094,1.55006354,0.6778159627,7.197550251
2.982632333,1.263190077,-0.255122205,-2.13015031,6.6501517198
2.992648333,5.592664136,-3.026674358,-6.785330653,6.714702039600001
3.002665333,9.088426107,-6.61673496,-9.340283811,7.270817579600001
3.012682333,8.759894448,-8.171424817,-7.318708402,7.750927196899999
3.022698333,6.442920043,-6.60410322,-2.590055748,7.792303983800001
3.032715333,5.182240468,-3.957600791,-2.586682782,7.638131513500001
3.042731333,5.407661156,-2.304435051,-5.056277994,7.6848081572
3.052748333,5.636595436,-2.510909591,-5.149021851,7.908959671699999
3.062765333,4.428456894,-3.067939328,-2.86773388,8.0991803092
3.072781333,2.866626125,-2.250116757,-1.372748772,8.282862237
3.082798333,1.311117365,-1.341202167,-1.852301147,8.2975059721
3.092815333,0.02815288156,-2.874971271,-3.24233312,7.8009103321
3.102831333,0.6151756185,-6.595568624,-4.719479249,7.152678177299999
3.112848333,2.959100425,-10.02170195,-3.908348816,6.8645000713
3.122865333,4.481301691,-10.9809447,1.107338391,7.0973740155
3.132881333,1.979455284,-8.745665833,5.527263613,7.4492361292
3.142898333,-2.982703881,-3.862114005,7.750390792,7.5897363552999995
3.152914333,-7.601581492,2.071693064,8.669191854,7.9575235634
3.162931333,-10.60234099,7.017118959,2.385757542,8.6408224126
3.172948333,-12.15132689,9.767995357,-6.228081061,9.9302607733
3.182964333,-10.58720021,9.39480208,-1.818253395,11.0937386502
3.192981333,-6.560432121,7.255603496,7.251341461,11.8780326682
3.202998333,-5.10171963,4.447272942,6.870012953,12.0290648439
3.213014333,-6.306837208,-4.149953721,5.64484118,11.856090953099999
3.223031333,-5.470356172,-8.101849968,5.738272669,11.7984630541
3.233048333,-4.41118802,-8.591705722,5.430295143,11.8530982021
3.243064333,-4.065571382,-7.887453035,4.463504813,11.9305283005
3.253081333,-2.183774832,-6.410614761,3.618889714,11.5269346983
3.263097333,-0.6510691904,-4.422770185,2.907357244,10.7665978846
3.273114333,-0.4142698203,-1.760737551,2.905536422,9.429993347800002
