Time (s),Absolute acceleration (m/s^2)
0.007689958322,8.696651038584314
0.01770695834,8.696651038584314
0.02772295836,8.696651038584314
0.03773995832,8.696651038584314
0.04775695835,8.696651038584314
0.05777295836,8.696651038584314
0.06778995832,8.696651038584314
0.07780595834,8.696651038584314
0.08782295836,8.696651038584314
0.09783995833,8.696651038584314
0.1078559583,8.696651038584314
0.1178729584,8.696651038584314
0.1278899583,8.696651038584314
0.1379059583,8.696651038584314
0.1479229583,8.696651038584314
0.1579399583,8.696651038584314
0.1679559583,8.696651038584314
0.1779729583,8.696651038584314
0.1879889583,8.696651038584314
0.1980059583,8.696651038584314
0.2080229583,8.696651038584314
0.2180389583,8.696651038584314
0.2280559583,8.696651038584314
0.2380729583,8.696651038584314
0.2480889583,8.696651038584314
0.2581059583,8.696651038584314
0.2681229583,8.696651038584314
0.2781389583,8.696651038584314
0.2881559583,8.696651038584314
0.2981719584,8.696651038584314
0.3081889583,8.696651038584314
0.3182059583,8.696651038584314
0.3282219583,8.696651038584314
0.3382389583,8.696651038584314
0.3482559583,8.696651038584314
0.3582719583,8.696651038584314
0.3682889583,8.696651038584314
0.3783059584,8.696651038584314
0.3883219583,8.696651038584314
0.3983389583,8.696651038584314
0.4083549583,8.696651038584314
0.4183719583,8.696651038584314
0.4283889583,8.696651038584314
0.4384049583,8.696651038584314
0.4484219583,8.696651038584314
0.4584389583,8.696651038584314
0.4684549583,8.696651038584314
0.4784719583,8.696651038584314
0.4884889583,8.696651038584314
0.4985049583,8.696651038584314
0.5085219583,8.696651038584314
0.5185389583,8.694810918466667
0.5285549583,8.669786876878431
0.5385719583,8.61761353252549
0.5485879583,8.552170676211764
0.5586049584,8.55166773007451
0.5686219583,8.615663997882352
0.5786379583,8.564142436588234
0.5886549584,8.45819514619608
0.5986719583,8.393274126607844
0.6086879583,8.385816745352942
0.6187049584,8.434439484019608
0.6287219583,8.48056950864706
0.6387379583,8.431521010058823
0.6487549584,8.35240728582353
0.6587709583,8.335347358764706
0.6687879583,8.33343502980392
0.6788049584,8.33443277817647
0.6888209583,8.36651723627451
0.6988379583,8.341564793235293
0.7088549584,8.278385779882353
0.7188709583,8.185396865568627
0.7288879583,8.07414451609804
0.7389049584,7.970920627627452
0.7489209583,7.882821385686275
0.7589379583,7.790292937137255
0.7689549584,7.664147640764706
0.7789709583,7.401597861313725
0.7889879583,7.322745756588236
0.7990039584,7.159674942705881
0.8090209583,6.452787859098039
0.8190379583,5.586349786509803
0.8290539584,4.847488718078432
0.8390709583,4.545896832098039
0.8490879583,4.584755954294118
0.8591039584,4.7326441315098045
0.8691209583,4.811055605588235
0.8791379583,4.8451686599411765
0.8891539584,4.923196538137255
0.8991709583,5.046210285235294
0.9091880833,5.084327563568627
0.9192040833,5.081932146470588
0.9292210834,5.062543993294118
0.9392370833,5.044817877039216
0.9492540833,5.02559491554902
0.9592710834,5.012648225980392
0.9692870833,5.001862971980392
0.9793040833,4.981357771882353
0.9893210834,4.943375083078432
0.9993370833,4.886266823254902
1.009354083,4.806063319411765
1.019371083,4.68954987772549
1.029387083,4.570049612294118
1.039404083,4.491989217019607
1.049420083,4.427125161235295
1.059437083,4.3546781023725485
1.069454083,4.294435123549019
1.079470083,4.283786472196079
1.089487083,4.28990742127451
1.099504083,4.275375335588235
1.109520083,4.231417235352941
1.119537083,4.163334603333333
1.129554083,4.098826612470588
1.139570083,4.069194570372549
1.149587083,4.084929885686274
1.159604083,4.126464376627451
1.169620083,4.16564854872549
1.179637083,4.178715706980393
1.189653083,4.165554727882353
1.199670083,4.138426411372549
1.209687083,4.101895954921568
1.219703083,4.073515675156862
1.229720083,4.056593272862745
1.239737083,4.067498923647059
1.249753083,4.080157736490196
1.259770083,4.075612102411765
1.269787083,4.075573389215686
1.279803083,4.070039296215686
1.289820083,4.0320801353333335
1.299836083,3.9699970149803923
1.309853083,3.890335601294118
1.319870083,3.8233589477843135
1.329886083,3.777415308941176
1.339903083,3.7651647259215686
1.349920083,3.7708071093333335
1.359936083,3.712729304294118
1.369953083,3.648762030215686
1.379970083,3.6052563021372546
1.389986083,3.5829632428431375
1.400003083,3.579736206647059
1.410020083,3.587597415392157
1.420036083,3.6001171561960783
1.430053083,3.6261503483333333
1.440069083,3.6759398625686277
1.450086083,3.7249423197254905
1.460103083,3.731690968117647
1.470119083,3.700395991137255
1.480136083,3.6471801163784314
1.490153083,3.63322407057451
1.500169083,3.6630957726921567
1.510186083,3.7340431365941176
1.520203083,3.8226553075352943
1.530219083,3.9432119702607844
1.540236083,4.08453714292745
1.550253083,4.206423843554902
1.560269083,4.335211005260784
1.570286083,4.493720534398039
1.580302083,4.6440665713
1.590319083,4.732634974672549
1.600336083,4.797419482339215
1.610352083,4.867523362790196
1.620369083,4.91648937557451
1.630386083,4.960773913809804
1.640402083,5.011032580437255
1.650419083,5.050948290947058
1.660436083,5.080223550045098
1.670452083,5.113499265594117
1.680469083,5.1579214798686275
1.690485083,5.2417896777509805
1.700502083,5.35894708302549
1.710519083,5.482799796927451
1.720535083,5.612764033986274
1.730552083,5.7574034537313725
1.740569083,5.918587079652941
1.750585083,6.0783234096725485
1.760602083,6.2358396666725495
1.770619083,6.380301973515686
1.780635083,6.496605070790197
1.790652083,6.5726329809666675
1.800668083,6.607563398809804
1.810685083,6.604341407045099
1.820702083,6.5904400761039215
1.830718083,6.625347494829412
1.840735083,6.711753062535294
1.850752083,6.834583101437255
1.860768083,6.956289369496079
1.870785083,7.032424544005883
1.880802083,7.0720517733
1.890818083,7.096905908594117
