"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.797532083E0	7.798305801E-1	1.642161280E0	4.080363083E0	4.467011562E0
1.807524083E0	6.948472939E-1	1.465591447E0	3.999311904E0	4.315700031E0
1.817515083E0	9.293788945E-1	1.096540923E0	4.185080284E0	4.425047357E0
1.827507083E0	1.045061963E0	8.941816530E-1	4.796645247E0	4.989941979E0
1.837499083E0	9.544930512E-1	5.451157424E-1	5.722524948E0	5.827134797E0
1.847490083E0	9.527776974E-1	1.894234747E-2	6.493535880E0	6.563090155E0
1.857482083E0	9.551336867E-1	-3.899098814E-1	6.535781429E0	6.616702272E0
1.867474125E0	7.023571654E-1	-8.605174783E-1	6.108846393E0	6.209009597E0
1.877466125E0	7.530795684E-1	-1.252803376E0	5.279861487E0	5.478465338E0
1.887457125E0	1.264991751E0	-9.086327541E-1	3.603602169E0	3.925782241E0
1.897449125E0	1.861019492E0	-4.909062061E-1	2.330589062E0	3.022586281E0
1.907441125E0	2.430832265E0	-3.767460448E-1	1.502014046E0	2.882174401E0
1.917432125E0	2.901476992E0	-2.897964862E-1	5.460457420E-1	2.966600191E0
1.927424125E0	3.012041700E0	-1.592457023E-1	-4.096945202E-1	3.043945466E0
1.937416125E0	2.594974134E0	-3.039897251E-1	-1.083548117E0	2.828493774E0
1.947407125E0	1.918253208E0	-6.745198873E-1	-1.589487222E0	2.580918844E0
1.957399125E0	1.370128489E0	-8.329604280E-1	-2.075160463E0	2.622473279E0
1.967391125E0	9.749336015E-1	-1.012664661E0	-2.365491092E0	2.751641937E0
1.977382125E0	6.556501915E-1	-1.300515486E0	-2.842333283E0	3.193755813E0
1.987374125E0	3.591558294E-1	-1.382946901E0	-3.659407411E0	3.928459958E0
1.997366125E0	-1.471286270E-1	-1.423221645E0	-4.311595320E0	4.542803197E0
2.007357125E0	-6.633053662E-1	-1.331275349E0	-4.896166027E0	5.117099747E0
2.017349125E0	-9.791361415E-1	-3.872286406E-1	-5.343213730E0	5.445969754E0
2.027341125E0	-4.163738312E-1	6.293369901E-1	-5.375020829E0	5.427732595E0
2.037332125E0	1.086099257E0	1.926742342E-1	-5.565337758E0	5.673598445E0
2.047324125E0	1.453486103E0	-6.492493907E-1	-5.609129895E0	5.830650461E0
2.057316125E0	8.748381865E-1	-9.527184212E-1	-5.447876551E0	5.599318991E0
2.067307125E0	8.410083164E-2	-1.043962760E0	-5.507580716E0	5.606280098E0
2.077299125E0	-5.497549598E-1	-1.147796738E0	-5.737152928E0	5.876613955E0
2.087291125E0	-7.673300370E-1	-1.103847019E0	-6.007239327E0	6.155826342E0
2.097283125E0	-6.941522793E-1	-9.477938962E-1	-6.324929663E0	6.433109349E0
2.107274125E0	-3.757655398E-1	-9.047317842E-1	-6.517692482E0	6.590906966E0
2.117266125E0	-2.454544187E-2	-9.642994165E-1	-6.315599846E0	6.388840055E0
2.127258125E0	2.907015621E-1	-7.668462530E-1	-6.010272862E0	6.065965748E0
2.137249125E0	4.401580752E-1	-6.162681708E-1	-5.784455733E0	5.833819822E0
2.147241125E0	1.977875147E-1	-4.196078897E-1	-5.787630771E0	5.806191576E0
2.157233125E0	-3.013074611E-1	-2.761388522E-1	-5.956198981E0	5.970204784E0
2.167224125E0	-3.659866198E-1	-3.030720046E-1	-6.221529840E0	6.239650022E0
2.177216125E0	-6.461155023E-2	-2.382731608E-1	-6.620157920E0	6.624759591E0
2.187208125E0	-1.087585400E-1	-6.432609648E-2	-6.740445671E0	6.741629930E0
2.197199125E0	-2.307169867E-1	7.327730656E-2	-6.472159045E0	6.476684537E0
2.207191125E0	-2.580752682E-1	-8.487701297E-2	-5.990415133E0	5.996572389E0
2.217183125E0	-3.035447520E-1	-4.772447714E-1	-5.559053755E0	5.587752736E0
2.227174125E0	-3.601144438E-1	-5.222759333E-1	-5.184077078E0	5.222749249E0
2.237166125E0	-1.043855463E0	-1.334659132E-1	-4.488553115E0	4.610266418E0
2.247158125E0	-1.572542869E0	2.422562841E-1	-3.875152711E0	4.189079579E0
2.257150125E0	-1.219636507E0	2.864849156E-1	-3.565908678E0	3.779588803E0
2.267141125E0	-6.135737007E-1	1.484754235E-2	-3.202518259E0	3.260799953E0
2.277133125E0	3.665414840E-2	-4.662946907E-1	-3.018832072E0	3.054852099E0
2.287125125E0	5.894224343E-1	-9.444411027E-1	-3.087344483E0	3.281932930E0
2.297116125E0	1.045258064E0	-1.056464984E0	-3.448253928E0	3.754881867E0
2.307108125E0	1.309422842E0	-1.254233458E0	-4.314016067E0	4.679575234E0
2.317100125E0	1.246625646E0	-1.957288489E0	-5.521490073E0	5.989316017E0
2.327091125E0	1.067711957E0	-2.639609147E0	-6.355058611E0	6.963785983E0
2.337083125E0	7.164565565E-1	-3.078812225E0	-6.524632543E0	7.250049968E0
2.347075125E0	5.196724606E-1	-3.561330893E0	-5.565067617E0	6.627451605E0
2.357066125E0	7.159593970E-1	-4.433974620E0	-2.769143685E0	5.276446297E0
2.367058125E0	1.959501660E0	-5.645600733E0	1.220044935E0	6.099259302E0
2.377050125E0	3.635028614E0	-7.600095130E0	4.644097822E0	9.619902473E0
2.387042125E0	5.062166140E0	-9.159321257E0	6.725452825E0	1.243987169E1
2.397033125E0	5.776045098E0	-9.534910138E0	6.875773630E0	1.309784224E1
2.407025125E0	5.491010292E0	-9.317627605E0	4.986042994E0	1.190924023E1
2.417017125E0	4.645053257E0	-9.135764580E0	1.798664346E0	1.040547489E1
2.427008125E0	4.135050337E0	-9.369416978E0	-8.447992855E-1	1.027610343E1
2.437000125E0	4.487683049E0	-1.012509593E1	-1.912837663E0	1.123903086E1
2.446992125E0	5.098294331E0	-1.092395656E1	-1.499426653E0	1.214799211E1
2.456983125E0	5.393010373E0	-1.093279872E1	-1.604440892E-1	1.219165252E1
2.466975125E0	5.452014626E0	-1.056262670E1	1.302077277E0	1.195779878E1
2.476967125E0	6.251069389E0	-1.010714264E1	3.024269983E0	1.226280595E1
2.486958125E0	7.671280888E0	-9.438376116E0	5.093516572E0	1.318618236E1
2.496950125E0	9.414812422E0	-8.074883194E0	7.751235715E0	1.462614394E1
2.506942125E0	1.057050524E1	-5.863220651E0	1.030477502E1	1.588399589E1
2.516934125E0	1.061395005E1	-3.040001332E0	1.197394575E1	1.628720113E1
2.526925125E0	1.026748615E1	-3.563059330E-2	1.213625628E1	1.589689460E1
2.536917125E0	8.849136992E0	2.060006819E0	1.047515119E1	1.386649364E1
2.546909125E0	6.294576766E0	3.034386250E0	7.740279787E0	1.042790141E1
2.556900125E0	3.808195660E0	3.587069459E0	5.161707970E0	7.349329946E0
2.566892125E0	1.455824550E0	3.400633619E0	3.231673061E0	4.911969555E0
2.576884125E0	1.375089705E-2	2.908965229E0	2.228185459E0	3.664297781E0
2.586875125E0	-4.495707768E-1	2.969750836E0	2.606991039E0	3.977176912E0
2.596867125E0	-5.391501206E-1	3.142586345E0	4.375239338E0	5.413801904E0
2.606859125E0	2.895406705E-1	2.780220942E0	6.847014100E0	7.395611156E0
2.616850125E0	1.339545650E0	2.103864152E0	7.995946952E0	8.375905598E0
2.626842125E0	1.184430714E0	6.892803061E-1	7.858798170E0	7.977386297E0
2.636834125E0	-2.154815912E-2	-1.258914301E0	6.322010733E0	6.446173225E0
2.646826125E0	-1.408684298E0	-2.747172772E0	3.736712864E0	4.847099413E0
2.656817125E0	-3.062953407E0	-3.079535818E0	2.346634406E0	4.936792225E0
2.666809125E0	-3.366620366E0	-3.348323259E0	1.979781266E0	5.144408148E0
2.676801125E0	-1.979961360E0	-3.478924621E0	2.049618655E0	4.497121317E0
2.686792125E0	-2.129596871E-1	-2.902867752E0	2.774948800E0	4.021484037E0
2.696784125E0	4.939002728E-1	-2.991895119E0	2.918159391E0	4.208447233E0
2.706776125E0	5.181439984E-1	-3.403400814E0	2.494813376E0	4.251553138E0
2.716767125E0	7.406217831E-1	-3.520798579E0	1.495018437E0	3.896103616E0
2.726759125E0	1.096838838E0	-3.289217849E0	-4.554279327E-2	3.467576047E0
2.736751125E0	2.127547422E0	-2.543368070E0	-1.758546014E0	3.753353602E0
2.746742125E0	3.292609819E0	-2.113810558E0	-2.948760209E0	4.899455201E0
2.756734125E0	3.962399016E0	-2.015230595E0	-3.186443093E0	5.469477114E0
2.766726125E0	4.367141529E0	-1.581170728E0	-2.571407223E0	5.308875692E0
2.776718125E0	4.924889889E0	-1.167332286E0	-1.734371286E0	5.350256895E0
2.786709125E0	5.437957335E0	-9.244582433E-1	-1.791281067E0	5.799542299E0
2.796701125E0	5.816945786E0	3.272031713E-1	-2.892024091E0	6.504438757E0
2.806693125E0	5.428902336E0	6.849954665E-1	-3.526372145E0	6.509800294E0
2.816684125E0	5.209332372E0	9.228046507E-1	-4.198513677E0	6.753978774E0
2.826676125E0	6.567628289E0	1.994722071E0	-4.930742952E0	8.451324366E0
2.836668125E0	7.892988594E0	2.504486425E0	-4.094412773E0	9.237745242E0
2.846659125E0	7.752720323E0	3.762903712E0	-2.265722975E0	8.910534066E0
2.856651125E0	9.093097447E0	2.677819532E0	2.124675270E0	9.714390543E0
2.866643875E0	1.039403744E1	1.998616317E0	5.908495642E0	1.212191413E1
2.876634875E0	9.881492736E0	2.234426338E0	7.859868211E0	1.282240570E1
2.886626875E0	8.435223706E0	1.910711616E0	7.695119986E0	1.157664414E1
2.896618875E0	7.486144007E0	2.044193024E0	5.941280395E0	9.773427748E0
2.906610875E0	5.533992004E0	2.341329228E0	3.967546905E0	7.200577650E0
2.916601875E0	5.434884038E0	1.169064231E0	2.913156513E0	6.276237452E0
2.926593875E0	3.714585831E0	2.557385015E-1	3.186150148E0	4.900520670E0
2.936585875E0	2.175465939E0	2.253506387E0	1.579763303E0	3.508075709E0
2.946576875E0	3.216005446E0	1.568972266E0	1.704500785E0	3.963544869E0
2.956568875E0	3.712904171E0	2.521325237E0	9.936161133E-1	4.596739205E0
2.966560875E0	1.733931575E0	2.553391367E0	1.579363938E0	3.467090514E0
2.976551875E0	-8.239019215E-2	3.828099582E0	1.133141277E0	3.993137076E0
2.986543875E0	9.048636389E-1	5.842233240E0	-3.178321896E0	6.712093377E0
2.996535875E0	1.157701337E0	6.780335376E0	-6.692398515E0	9.596948374E0
3.006527875E0	2.032492161E-2	7.000541518E0	-7.815409491E0	1.049231243E1
3.016518875E0	-1.265875411E0	5.274451643E0	-6.785252885E0	8.686883066E0
3.026510875E0	-1.874602135E0	3.887231305E0	-3.703462672E0	5.686856438E0
3.036502875E0	-3.349977436E0	3.513263564E0	-1.078691932E0	4.972820727E0
3.046493875E0	-7.523134663E0	2.719936149E0	-1.024408793E-1	8.000381362E0
3.056485875E0	-1.181339291E1	7.336828923E-1	6.087805188E-1	1.185179971E1
3.066477875E0	-1.036763609E1	1.210629748E0	2.660324078E0	1.077176061E1
3.076468875E0	-9.836747503E0	1.761026696E0	2.536168978E0	1.030994518E1
3.086460875E0	-9.397167279E0	2.116836200E0	1.524049863E0	9.752460015E0
3.096452875E0	-8.818907472E0	3.102655709E0	1.006387529E0	9.402787741E0
3.106444875E0	-8.145069078E0	3.759074663E0	1.219018164E0	9.053109846E0
3.116435875E0	-7.743524991E0	3.504117642E0	2.323185318E0	8.811254721E0
3.126427875E0	-7.543910404E0	3.253685196E0	3.544124584E0	8.947506391E0
3.136419875E0	-7.329237483E0	3.265945053E0	3.829506422E0	8.890963874E0
3.146410875E0	-6.795094333E0	3.263146868E0	3.115588288E0	8.156489739E0
3.156402875E0	-5.725544450E0	3.108495031E0	2.021660779E0	6.821415756E0
3.166394875E0	-4.163283033E0	2.646261816E0	-8.033460349E-2	4.933769438E0
3.176385875E0	-2.723545927E0	2.767371978E0	-1.092863901E0	4.033658586E0
3.186377875E0	-1.211163014E0	2.492467473E0	7.757676423E-2	2.772242433E0
